id,url,landmark_id,filename,label
6e158a47eb2ca3f6,https://upload.wikimedia.org/wikipedia/commons/b/b5/Observatoriet_v%C3%A4derkammer_2013a.jpg,142820,6e158a47eb2ca3f6.jpg,142820
7f142780f0a8e7f7,http://upload.wikimedia.org/wikipedia/commons/b/be/Observatoriemuseet_2010a.jpg,142820,7f142780f0a8e7f7.jpg,142820
f63331de82b2de28,https://upload.wikimedia.org/wikipedia/commons/6/65/Observatoriet_experimentbord.jpg,142820,f63331de82b2de28.jpg,142820
072bd23acd6e0daa,http://upload.wikimedia.org/wikipedia/commons/b/b0/Observatoriet-2003-05-05.jpg,142820,072bd23acd6e0daa.jpg,142820
f1188aa099e99984,http://upload.wikimedia.org/wikipedia/commons/c/ce/SMHI_Observatoriekullen_2011.jpg,142820,f1188aa099e99984.jpg,142820
5655310d1a036ee4,http://upload.wikimedia.org/wikipedia/commons/7/7d/Observatoriemuseet_2010e.jpg,142820,5655310d1a036ee4.jpg,142820
e2a9fbd8c742cee2,https://upload.wikimedia.org/wikipedia/commons/0/04/Observatoriemuseet%2C_Estocolm_%28abril_2013%29_-_panoramio.jpg,142820,e2a9fbd8c742cee2.jpg,142820
0dd2ff809608127f,https://upload.wikimedia.org/wikipedia/commons/5/50/Observatoriet_v%C3%A4derkammer_2013.jpg,142820,0dd2ff809608127f.jpg,142820
20ec4c54edb10f02,http://upload.wikimedia.org/wikipedia/commons/1/13/Observatoriemuseet_2010d.jpg,142820,20ec4c54edb10f02.jpg,142820
decd26e3205dab36,http://upload.wikimedia.org/wikipedia/commons/6/65/Observatoriemuseet_2010b.jpg,142820,decd26e3205dab36.jpg,142820
c541512eaadda1b2,https://upload.wikimedia.org/wikipedia/commons/6/6f/Stirling_Castle_2018-08-31_by_Marcok_f27.jpg,104169,c541512eaadda1b2.jpg,104169
007dfdfd3b7ea218,https://upload.wikimedia.org/wikipedia/commons/5/55/Stirling_Castle_-_geograph.org.uk_-_1239218.jpg,104169,007dfdfd3b7ea218.jpg,104169
1e81d337ecb95cdd,https://upload.wikimedia.org/wikipedia/commons/d/d1/Canon_in_the_battlements_at_Stirling_castle_%2815064339227%29.jpg,104169,1e81d337ecb95cdd.jpg,104169
deed2595789c810e,https://upload.wikimedia.org/wikipedia/commons/c/c3/Carved_Panel_from_a_Cupboard_%289553806079%29.jpg,104169,deed2595789c810e.jpg,104169
aa56968a349bfa7c,https://upload.wikimedia.org/wikipedia/commons/3/3d/Stirling_Castle_Scotland_United_Kingdom_Travel_Photography_%28107140927%29.jpeg,104169,aa56968a349bfa7c.jpg,104169
